"LOCUS"	"SYMBOL"	"SYNOYM"	"LENGTH"	"START"	"STOP"	"STRAND"	"NAME"	"CHROMOSOME"	"ANNOTATION"	"ANNOTATION NAME"		
"PITG_14417"			728	831166	831893	"+"	"conserved hypothetical protein"	34				
"PITG_14418"			777	845928	846704	"+"	"conserved hypothetical protein"	34				
"PITG_14419"			1605	852816	854420	"-"	"hypothetical protein"	34				
"PITG_14420"			2520	857379	859898	"+"	"conserved hypothetical protein"	34				
"PITG_14420"			2520	857379	859898	"+"	"conserved hypothetical protein"	34	"Pfam"	"PF00249.23"	"Myb_DNA-binding"	"Myb-like DNA-binding domain"
"PITG_14420"			2520	857379	859898	"+"	"conserved hypothetical protein"	34	"Pfam"	"TIGR01557"	"myb_SHAQKYF"	"myb-like DNA-binding domain, SHAQKYF class"
"PITG_14421"			642	860254	860895	"-"	"conserved hypothetical protein"	34				
"PITG_14421"			642	860254	860895	"-"	"conserved hypothetical protein"	34	"Pfam"	"TIGR01685"	"MDP-1"	"magnesium-dependent phosphatase-1"
"PITG_14424"			717	870749	871465	"+"	"conserved hypothetical protein"	34				
"PITG_14424"			717	870749	871465	"+"	"conserved hypothetical protein"	34	"Pfam"	"TIGR01681"	"HAD-SF-IIIC"	"HAD-superfamily phosphatase, subfamily IIIC"
"PITG_14424"			717	870749	871465	"+"	"conserved hypothetical protein"	34	"Pfam"	"TIGR01685"	"MDP-1"	"magnesium-dependent phosphatase-1"
"PITG_14425"			642	874059	874700	"-"	"conserved hypothetical protein"	34				
"PITG_14425"			642	874059	874700	"-"	"conserved hypothetical protein"	34	"Pfam"	"TIGR01685"	"MDP-1"	"magnesium-dependent phosphatase-1"
"PITG_14428"			402	888270	888671	"+"	"conserved hypothetical protein"	34				
"PITG_14429"			751	914396	915146	"+"	"conserved hypothetical protein"	34				
"PITG_14430"			1194	915642	916835	"+"	"conserved hypothetical protein"	34				
"PITG_14431"			1571	916889	918459	"-"	"conserved hypothetical protein"	34				
"PITG_14432"			372	924667	925038	"-"	"secreted RxLR effector peptide, putative"	34				
"PITG_14434"			372	931208	931579	"+"	"secreted RxLR effector peptide, putative"	34				
"PITG_14435"			1786	932539	934324	"+"	"conserved hypothetical protein"	34				
"PITG_14436"			1255	934896	936150	"+"	"conserved hypothetical protein"	34				
"PITG_14437"			814	939323	940136	"+"	"conserved hypothetical protein"	34				
"PITG_14439"			779	945888	946666	"+"	"conserved hypothetical protein"	34				
"PITG_14440"			651	946879	947529	"+"	"conserved hypothetical protein"	34				
"PITG_14441"			5859	950907	956765	"+"	"cytoskeleton-associated protein, putative"	34				
"PITG_14442"			156	957161	957316	"+"	"hypothetical protein"	34				
"PITG_14443"			522	958710	959231	"+"	"secreted RxLR effector peptide, putative"	34				
"PITG_14444"			981	993866	994846	"+"	"Zinc (Zn2 )-Iron (Fe2 ) Permease (ZIP) Family"	34				
"PITG_14444"			981	993866	994846	"+"	"Zinc (Zn2 )-Iron (Fe2 ) Permease (ZIP) Family"	34	"Pfam"	"PF02535.14"	"Zip"	"ZIP Zinc transporter"
"PITG_14444"			981	993866	994846	"+"	"Zinc (Zn2 )-Iron (Fe2 ) Permease (ZIP) Family"	34	"Pfam"	"TIGR00820"	"zip"	"ZIP zinc/iron transport family"
"PITG_14445"			318	1014368	1014685	"+"	"conserved hypothetical protein"	34				
"PITG_14448"			1081	1021333	1022413	"+"	"hypothetical protein"	34				
"PITG_14449"			817	1055174	1055990	"+"	"conserved hypothetical protein"	34				
"PITG_14450"			3074	1057836	1060909	"-"	"conserved hypothetical protein"	34				
"PITG_14450"			3074	1057836	1060909	"-"	"conserved hypothetical protein"	34	"Pfam"	"PF03372.15"	"Exo_endo_phos"	"Endonuclease/Exonuclease/phosphatase family"
"PITG_14451"			767	1061863	1062629	"-"	"conserved hypothetical protein"	34				
"PITG_14452"			406	1064290	1064695	"-"	"conserved hypothetical protein"	34				
"PITG_14453"			613	1066791	1067403	"-"	"conserved hypothetical protein"	34				
"PITG_14454"			534	1069585	1070118	"-"	"hypothetical protein"	34				
"PITG_14455"			1155	1105745	1106899	"-"	"Cation Diffusion Facilitator (CDF) Family"	34				
"PITG_14455"			1155	1105745	1106899	"-"	"Cation Diffusion Facilitator (CDF) Family"	34	"Pfam"	"PF01545.13"	"Cation_efflux"	"Cation efflux family"
"PITG_14455"			1155	1105745	1106899	"-"	"Cation Diffusion Facilitator (CDF) Family"	34	"Pfam"	"TIGR01297"	"CDF"	"cation diffusion facilitator family transporter"
"PITG_14456"			3088	1107205	1110292	"-"	"glutamyl-tRNA synthetase, putative"	34				
"PITG_14456"			3088	1107205	1110292	"-"	"glutamyl-tRNA synthetase, putative"	34	"Pfam"	"PF00458.12"	"WHEP-TRS"	"WHEP-TRS domain"
"PITG_14456"			3088	1107205	1110292	"-"	"glutamyl-tRNA synthetase, putative"	34	"Pfam"	"PF00749.13"	"tRNA-synt_1c"	"tRNA synthetases class I (E and Q), catalytic domain"
"PITG_14456"			3088	1107205	1110292	"-"	"glutamyl-tRNA synthetase, putative"	34	"Pfam"	"PF03950.10"	"tRNA-synt_1c_C"	"tRNA synthetases class I (E and Q), anti-codon binding domain"
"PITG_14456"			3088	1107205	1110292	"-"	"glutamyl-tRNA synthetase, putative"	34	"Pfam"	"TIGR00440"	"glnS"	"glutaminyl-tRNA synthetase"
"PITG_14456"			3088	1107205	1110292	"-"	"glutamyl-tRNA synthetase, putative"	34	"Pfam"	"TIGR00463"	"gltX_arch"	"glutamyl-tRNA synthetase"
"PITG_14458"			1623	1145001	1146623	"+"	"conserved hypothetical protein"	34				
"PITG_14458"			1623	1145001	1146623	"+"	"conserved hypothetical protein"	34	"Pfam"	"PF00169.21"	"PH"	"PH domain"
"PITG_14458"			1623	1145001	1146623	"+"	"conserved hypothetical protein"	34	"Pfam"	"PF00612.19"	"IQ"	"IQ calmodulin-binding motif"
"PITG_14459"			849	1146835	1147683	"-"	"conserved hypothetical protein"	34				
"PITG_14460"			1071	1148124	1149194	"-"	"chromodomain protein, putative"	34				
"PITG_14460"			1071	1148124	1149194	"-"	"chromodomain protein, putative"	34	"Pfam"	"PF00385.16"	"Chromo"	"'chromo' (CHRromatin Organisation MOdifier) domain"
"PITG_14461"			1370	1149923	1151292	"+"	"actin-like protein"	34				
"PITG_14461"			1370	1149923	1151292	"+"	"actin-like protein"	34	"Pfam"	"PF00022.11"	"Actin"	"Actin"
"PITG_14462"			2736	1151635	1154370	"-"	"AP-1 complex subunit mu, putative"	34				
"PITG_14462"			2736	1151635	1154370	"-"	"AP-1 complex subunit mu, putative"	34	"Pfam"	"PF00928.13"	"Adap_comp_sub"	"Adaptor complexes medium subunit family"
"PITG_14463"			2115	1154591	1156705	"+"	"protein kinase, putative"	34				
"PITG_14463"			2115	1154591	1156705	"+"	"protein kinase, putative"	34	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_14463"			2115	1154591	1156705	"+"	"protein kinase, putative"	34	"Pfam"	"PF07714.9"	"Pkinase_Tyr"	"Protein tyrosine kinase"
"PITG_14465"			1814	1171619	1173432	"+"	"conserved hypothetical protein"	34				
"PITG_14466"			1410	1173697	1175106	"-"	"conserved hypothetical protein"	34				
"PITG_14466"			1410	1173697	1175106	"-"	"conserved hypothetical protein"	34	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_14467"			561	1175256	1175816	"+"	"conserved hypothetical protein"	34				
"PITG_14468"			660	1176286	1176945	"-"	"conserved hypothetical protein"	34				
"PITG_14469"			1386	1178831	1180216	"-"	"conserved hypothetical protein"	34				
"PITG_14471"			1146	1190385	1191530	"+"	"conserved hypothetical protein"	34				
"PITG_14472"			1689	1192046	1193734	"+"	"conserved hypothetical protein"	34				
"PITG_14473"			2059	1194289	1196347	"+"	"conserved hypothetical protein"	34				
"PITG_14473"			2059	1194289	1196347	"+"	"conserved hypothetical protein"	34	"Pfam"	"TIGR01409"	"TAT_signal_seq"	"Tat (twin-arginine translocation) pathway signal sequence"
"PITG_14474"			696	1196533	1197228	"-"	"conserved hypothetical protein"	34				
"PITG_14475"			1189	1197752	1198940	"+"	"hypothetical protein"	34				
"PITG_14476"			550	1200661	1201210	"+"	"conserved hypothetical protein"	34				
"PITG_14477"			483	1201288	1201770	"+"	"conserved hypothetical protein"	34				
"PITG_14478"			802	1205910	1206711	"-"	"NmrA-like family protein, putative"	34				
"PITG_14479"			1394	1207141	1208534	"+"	"conserved hypothetical protein"	34				
"PITG_14480"			1927	1211160	1213086	"-"	"conserved hypothetical protein"	34				
"PITG_14481"			420	1213346	1213765	"+"	"acetyltransferase (GNAT) family, putative"	34				
"PITG_14481"			420	1213346	1213765	"+"	"acetyltransferase (GNAT) family, putative"	34	"Pfam"	"PF00583.16"	"Acetyltransf_1"	"Acetyltransferase (GNAT) family"
"PITG_14482"			791	1214424	1215214	"-"	"conserved hypothetical protein"	34				
"PITG_14483"			1593	1230975	1232567	"+"	"conserved hypothetical protein"	34				
"PITG_14484"			1905	1232851	1234755	"-"	"conserved hypothetical protein"	34				
"PITG_14484"			1905	1232851	1234755	"-"	"conserved hypothetical protein"	34	"Pfam"	"PF01966.14"	"HD"	"HD domain"
"PITG_14485"			2715	1235048	1237762	"+"	"conserved hypothetical protein"	34				
"PITG_14486"			1577	1239026	1240602	"-"	"MtN3-like protein"	34				
"PITG_14486"			1577	1239026	1240602	"-"	"MtN3-like protein"	34	"Pfam"	"PF03083.8"	"MtN3_slv"	"MtN3/saliva family"
"PITG_14487"			465	1247436	1247900	"-"	"acetyltransferase (GNAT) family, putative"	34				
"PITG_14487"			465	1247436	1247900	"-"	"acetyltransferase (GNAT) family, putative"	34	"Pfam"	"PF00583.16"	"Acetyltransf_1"	"Acetyltransferase (GNAT) family"
"PITG_14488"			285	1250254	1250538	"+"	"conserved hypothetical protein"	34				
"PITG_14489"			1783	1270858	1272640	"+"	"conserved hypothetical protein"	34				
"PITG_14489"			1783	1270858	1272640	"+"	"conserved hypothetical protein"	34	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_14490"			2395	1273923	1276317	"+"	"conserved hypothetical protein"	34				
"PITG_14490"			2395	1273923	1276317	"+"	"conserved hypothetical protein"	34	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_14491"			1149	1278165	1279313	"+"	"conserved hypothetical protein"	34				
"PITG_14491"			1149	1278165	1279313	"+"	"conserved hypothetical protein"	34	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_14492"			1022	1279478	1280499	"-"	"NmrA-like family protein, putative"	34				
"PITG_14493"			946	1285612	1286557	"+"	"conserved hypothetical protein"	34				
"PITG_14494"			1227	1287209	1288435	"+"	"conserved hypothetical protein"	34				
"PITG_14496"			1278	1326398	1327675	"+"	"conserved hypothetical protein"	34				
"PITG_14496"			1278	1326398	1327675	"+"	"conserved hypothetical protein"	34	"Pfam"	"PF00024.18"	"PAN_1"	"PAN domain"
"PITG_14497"			932	1327878	1328809	"+"	"isoprenylcysteine carboxyl methyltransferase, putative"	34				
"PITG_14497"			932	1327878	1328809	"+"	"isoprenylcysteine carboxyl methyltransferase, putative"	34	"Pfam"	"PF04140.6"	"ICMT"	"Isoprenylcysteine carboxyl methyltransferase (ICMT) family"
"PITG_14498"			892	1328879	1329770	"-"	"conserved hypothetical protein"	34				
"PITG_14499"			517	1331579	1332095	"-"	"hypothetical protein"	34				
"PITG_14500"			678	1335438	1336115	"-"	"conserved hypothetical protein"	34				
"PITG_14502"			687	1342654	1343340	"-"	"conserved hypothetical protein"	34				
"PITG_14504"			657	1360334	1360990	"+"	"conserved hypothetical protein"	34				
"PITG_14505"			389	1361634	1362022	"+"	"conserved hypothetical protein"	34				
"PITG_14506"			409	1370715	1371123	"+"	"hypothetical protein"	34				
"PITG_14509"			243	1383208	1383450	"+"	"hypothetical protein"	34				
"PITG_14513"			678	1393238	1393915	"+"	"HSF-type DNA-binding protein, putative"	34				
"PITG_14513"			678	1393238	1393915	"+"	"HSF-type DNA-binding protein, putative"	34	"Pfam"	"PF00447.9"	"HSF_DNA-bind"	"HSF-type DNA-binding"
"PITG_14514"			627	1397202	1397828	"-"	"HSF-type DNA-binding protein, putative"	34				
"PITG_14515"			2532	1430117	1432648	"-"	"conserved hypothetical protein"	34				
"PITG_14515"			2532	1430117	1432648	"-"	"conserved hypothetical protein"	34	"Pfam"	"PF00096.18"	"zf-C2H2"	"Zinc finger, C2H2 type"
"PITG_14516"			1287	1461050	1462336	"+"	"conserved hypothetical protein"	34				
"PITG_14516"			1287	1461050	1462336	"+"	"conserved hypothetical protein"	34	"Pfam"	"PF02008.12"	"zf-CXXC"	"CXXC zinc finger domain"
"PITG_14518"			458	1471488	1471945	"+"	"conserved hypothetical protein"	34				
"PITG_14519"			741	1481455	1482195	"+"	"conserved hypothetical protein"	34				
"PITG_14520"			692	1482315	1483006	"+"	"conserved hypothetical protein"	34				
"PITG_14523"			1143	1528070	1529212	"+"	"conserved hypothetical protein"	34				
"PITG_14524"			1083	1530742	1531824	"+"	"conserved hypothetical protein"	34				
"PITG_14525"			1149	1533504	1534652	"+"	"conserved hypothetical protein"	34				
"PITG_14526"			1053	1536232	1537284	"+"	"conserved hypothetical protein"	34				
"PITG_14527"			1059	1538856	1539914	"+"	"conserved hypothetical protein"	34				
"PITG_14528"			408	1541778	1542185	"+"	"conserved hypothetical protein"	34				
"PITG_14529"			874	1543449	1544322	"+"	"conserved hypothetical protein"	34				
"PITG_14530"			383	1545010	1545392	"-"	"conserved hypothetical protein"	34				
"PITG_14531"			537	1546598	1547134	"+"	"hypothetical protein"	34				
"PITG_14532"			1551	1547650	1549200	"+"	"conserved hypothetical protein"	34				
"PITG_14533"			677	1551677	1552353	"+"	"conserved hypothetical protein"	34				
"PITG_14534"			1134	1575803	1576936	"-"	"crinkler (CRN) family protein, putative"	34				
"PITG_14536"			1869	1584604	1586472	"-"	"crinkler (CRN) family protein, putative"	34				
"PITG_14537"			525	1619014	1619538	"+"	"hypothetical protein"	34				
"PITG_14538"			1869	1623771	1625639	"+"	"crinkler (CRN) family protein, putative"	34				
"PITG_14539"			1869	1632015	1633883	"+"	"crinkler (CRN) family protein, putative"	34				
"PITG_14541"			512	1640189	1640700	"-"	"hypothetical protein"	34				
"PITG_14543"			1035	1643115	1644149	"-"	"conserved hypothetical protein"	34				
"PITG_14546"			1799	1698187	1699985	"-"	"crinkler (CRN) family protein, putative"	34				
"PITG_14547"			2443	1748497	1750939	"+"	"conserved hypothetical protein"	34				
"PITG_14548"			485	1759013	1759497	"+"	"conserved hypothetical protein"	34				
"PITG_14549"			1026	50540	51565	"+"	"phosphatidic acid phosphatase"	36				
"PITG_14549"			1026	50540	51565	"+"	"phosphatidic acid phosphatase"	36	"Pfam"	"PF01569.13"	"PAP2"	"PAP2 superfamily"
"PITG_14550"			609	51629	52237	"+"	"conserved hypothetical protein"	36				
"PITG_14551"			629	52254	52882	"-"	"hypothetical protein"	36				
"PITG_14552"			275	127830	128104	"+"	"hypothetical protein"	36				
"PITG_14553"			1295	177688	178982	"+"	"hypothetical protein"	36				
"PITG_14554"			581	179140	179720	"+"	"hypothetical protein"	36				
"PITG_14557"			1092	238794	239885	"+"	"conserved hypothetical protein"	36				
"PITG_14557"			1092	238794	239885	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF01253.14"	"SUI1"	"Translation initiation factor SUI1"
"PITG_14557"			1092	238794	239885	"+"	"conserved hypothetical protein"	36	"Pfam"	"TIGR01159"	"DRP1"	"density-regulated protein DRP1"
"PITG_14558"			774	239940	240713	"+"	"conserved hypothetical protein"	36				
"PITG_14560"			795	281688	282482	"+"	"conserved hypothetical protein"	36				
"PITG_14560"			795	281688	282482	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF04991.5"	"LicD"	"LICD Protein Family"
"PITG_14561"			2991	283229	286219	"+"	"Chloride Channel (ClC) Family"	36				
"PITG_14561"			2991	283229	286219	"+"	"Chloride Channel (ClC) Family"	36	"Pfam"	"PF00571.20"	"CBS"	"CBS domain pair"
"PITG_14561"			2991	283229	286219	"+"	"Chloride Channel (ClC) Family"	36	"Pfam"	"PF00654.12"	"Voltage_CLC"	"Voltage gated chloride channel"
"PITG_14561"			2991	283229	286219	"+"	"Chloride Channel (ClC) Family"	36	"Pfam"	"TIGR01409"	"TAT_signal_seq"	"Tat (twin-arginine translocation) pathway signal sequence"
"PITG_14562"			465	286460	286924	"+"	"conserved hypothetical protein"	36				
"PITG_14562"			465	286460	286924	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF08510.4"	"PIG-P"	"PIG-P"
"PITG_14563"			1482	287028	288509	"-"	"ubiquinone biosynthesis monooxygenase, putative"	36				
"PITG_14563"			1482	287028	288509	"-"	"ubiquinone biosynthesis monooxygenase, putative"	36	"Pfam"	"TIGR01988"	"Ubi-OHases"	"Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family"
"PITG_14563"			1482	287028	288509	"-"	"ubiquinone biosynthesis monooxygenase, putative"	36	"Pfam"	"TIGR01989"	"COQ6"	"Ubiquinone biosynthesis mono0xygenase COQ6"
"PITG_14564"			1257	288935	290191	"-"	"conserved hypothetical protein"	36				
"PITG_14565"			1448	290510	291957	"-"	"conserved hypothetical protein"	36				
"PITG_14565"			1448	290510	291957	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF05219.4"	"DREV"	"DREV methyltransferase"
"PITG_14565"			1448	290510	291957	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF08242.4"	"Methyltransf_12"	"Methyltransferase domain"
"PITG_14566"			1542	292067	293608	"-"	"lariat debranching enzyme B"	36				
"PITG_14566"			1542	292067	293608	"-"	"lariat debranching enzyme B"	36	"Pfam"	"PF00149.20"	"Metallophos"	"Calcineurin-like phosphoesterase"
"PITG_14567"			387	293888	294274	"+"	"conserved hypothetical protein"	36				
"PITG_14568"			1108	294853	295960	"+"	"conserved hypothetical protein"	36				
"PITG_14570"			1274	303597	304870	"-"	"conserved hypothetical protein"	36				
"PITG_14571"			495	305226	305720	"+"	"conserved hypothetical protein"	36				
"PITG_14572"			794	307009	307802	"+"	"conserved hypothetical protein"	36				
"PITG_14573"			3366	307894	311259	"-"	"AP-3 complex subunit delta, putative"	36				
"PITG_14573"			3366	307894	311259	"-"	"AP-3 complex subunit delta, putative"	36	"Pfam"	"PF01602.12"	"Adaptin_N"	"Adaptin N terminal region"
"PITG_14574"			1050	312196	313245	"+"	"conserved hypothetical protein"	36				
"PITG_14574"			1050	312196	313245	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF05096.4"	"Glu_cyclase_2"	"Glutamine cyclotransferase"
"PITG_14575"			321	313363	313683	"-"	"U6 snRNA-associated Sm-like protein, putative"	36				
"PITG_14575"			321	313363	313683	"-"	"U6 snRNA-associated Sm-like protein, putative"	36	"Pfam"	"PF01423.14"	"LSM"	"LSM domain"
"PITG_14576"			1042	313764	314805	"+"	"conserved hypothetical protein"	36				
"PITG_14576"			1042	313764	314805	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF07258.6"	"HCaRG"	"HCaRG protein"
"PITG_14577"			608	315324	315931	"+"	"conserved hypothetical protein"	36				
"PITG_14577"			608	315324	315931	"+"	"conserved hypothetical protein"	36	"Pfam"	"TIGR00135"	"gatC"	"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, C subunit"
"PITG_14578"			715	316069	316783	"-"	"phosducin-like protein"	36				
"PITG_14579"			3101	316906	320006	"+"	"conserved hypothetical protein"	36				
"PITG_14580"			1702	320957	322658	"+"	"conserved hypothetical protein"	36				
"PITG_14581"			1445	325500	326944	"+"	"conserved hypothetical protein"	36				
"PITG_14582"			657	329723	330379	"-"	"sporangia induced hypothetical protein"	36				
"PITG_14583"			1405	331322	332726	"+"	"conserved hypothetical protein"	36				
"PITG_14584"			1049	333342	334390	"-"	"microtubule -associated protein EB1"	36				
"PITG_14584"			1049	333342	334390	"-"	"microtubule -associated protein EB1"	36	"Pfam"	"PF00307.23"	"CH"	"Calponin homology (CH) domain"
"PITG_14584"			1049	333342	334390	"-"	"microtubule -associated protein EB1"	36	"Pfam"	"PF03271.9"	"EB1"	"EB1-like C-terminal motif"
"PITG_14585"			948	335198	336145	"+"	"conserved hypothetical protein"	36				
"PITG_14586"			995	336541	337535	"+"	"5'-AMP-activated protein kinase subunit beta, putative"	36				
"PITG_14586"			995	336541	337535	"+"	"5'-AMP-activated protein kinase subunit beta, putative"	36	"Pfam"	"PF04739.7"	"AMPKBI"	"5'-AMP-activated protein kinase, beta subunit, complex-interacting region"
"PITG_14587"			1670	338559	340228	"-"	"conserved hypothetical protein"	36				
"PITG_14587"			1670	338559	340228	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF02037.19"	"SAP"	"SAP domain"
"PITG_14587"			1670	338559	340228	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF04696.5"	"Pinin_SDK_memA"	"pinin/SDK/memA/ protein conserved region"
"PITG_14588"			817	340357	341173	"+"	"sporangia induced hypothetical protein similar to endothelial precursor protein B9"	36				
"PITG_14588"			817	340357	341173	"+"	"sporangia induced hypothetical protein similar to endothelial precursor protein B9"	36	"Pfam"	"PF07162.3"	"B9"	"B9 protein"
"PITG_14589"			1341	341177	342517	"-"	"choline-phosphate cytidylyltransferase B"	36				
"PITG_14589"			1341	341177	342517	"-"	"choline-phosphate cytidylyltransferase B"	36	"Pfam"	"PF01467.18"	"CTP_transf_2"	"Cytidylyltransferase"
"PITG_14589"			1341	341177	342517	"-"	"choline-phosphate cytidylyltransferase B"	36	"Pfam"	"TIGR00125"	"cyt_tran_rel"	"cytidyltransferase-related domain"
"PITG_14590"			1467	342753	344219	"-"	"conserved hypothetical protein"	36				
"PITG_14590"			1467	342753	344219	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF08737.2"	"Rgp1"	"Rgp1"
"PITG_14591"			955	344351	345305	"+"	"choline-phosphate cytidylyltransferase B"	36				
"PITG_14592"			608	345317	345924	"-"	"hypothetical protein"	36				
"PITG_14593"			1536	346153	347688	"+"	"conserved hypothetical protein"	36				
"PITG_14594"			604	348034	348637	"-"	"ubiquitin-conjugating enzyme E2, putative"	36				
"PITG_14594"			604	348034	348637	"-"	"ubiquitin-conjugating enzyme E2, putative"	36	"Pfam"	"PF00179.18"	"UQ_con"	"Ubiquitin-conjugating enzyme"
"PITG_14595"			702	348915	349616	"+"	"conserved hypothetical protein"	36				
"PITG_14596"			927	350028	350954	"-"	"transcription initiation factor IIB, putative"	36				
"PITG_14596"			927	350028	350954	"-"	"transcription initiation factor IIB, putative"	36	"Pfam"	"PF00382.11"	"TFIIB"	"Transcription factor TFIIB repeat"
"PITG_14596"			927	350028	350954	"-"	"transcription initiation factor IIB, putative"	36	"Pfam"	"PF08271.4"	"TFIIB_Zn_Ribbon"	"TFIIB zinc-binding"
"PITG_14597"			279	351496	351774	"-"	"conserved hypothetical protein"	36				
"PITG_14597"			279	351496	351774	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF08285.3"	"DPM3"	"Dolichol-phosphate mannosyltransferase subunit 3 (DPM3)"
"PITG_14598"			2259	355139	357397	"-"	"prolyl endopeptidase, putative"	36				
"PITG_14598"			2259	355139	357397	"-"	"prolyl endopeptidase, putative"	36	"Pfam"	"PF00326.13"	"Peptidase_S9"	"Prolyl oligopeptidase family"
"PITG_14598"			2259	355139	357397	"-"	"prolyl endopeptidase, putative"	36	"Pfam"	"PF02897.7"	"Peptidase_S9_N"	"Prolyl oligopeptidase, N-terminal beta-propeller domain"
"PITG_14599"			2040	357555	359594	"+"	"conserved hypothetical protein"	36				
"PITG_14600"			1481	360127	361607	"-"	"conserved hypothetical protein"	36				
"PITG_14601"			369	361690	362058	"-"	"hypothetical protein"	36				
"PITG_14602"			3807	362298	366104	"-"	"conserved hypothetical protein"	36				
"PITG_14603"			1596	366479	368074	"+"	"carbohydrate-binding protein, putative"	36				
"PITG_14604"			571	368128	368698	"-"	"hypothetical protein"	36				
"PITG_14605"			1100	369882	370981	"+"	"conserved hypothetical protein"	36				
"PITG_14605"			1100	369882	370981	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF02178.11"	"AT_hook"	"AT hook motif"
"PITG_14606"			705	371260	371964	"-"	"conserved hypothetical protein"	36				
"PITG_14607"			1089	372984	374072	"-"	"conserved hypothetical protein"	36				
"PITG_14607"			1089	372984	374072	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF00650.12"	"CRAL_TRIO"	"CRAL/TRIO domain"
"PITG_14608"			959	374214	375172	"-"	"39S ribosomal protein L24, mitochondrial, putative"	36				
"PITG_14608"			959	374214	375172	"-"	"39S ribosomal protein L24, mitochondrial, putative"	36	"Pfam"	"PF00467.21"	"KOW"	"KOW motif"
"PITG_14608"			959	374214	375172	"-"	"39S ribosomal protein L24, mitochondrial, putative"	36	"Pfam"	"TIGR01079"	"rplX_bact"	"ribosomal protein L24"
"PITG_14609"			1004	375354	376357	"+"	"eukaryotic translation initiation factor 2 subunit beta"	36				
"PITG_14609"			1004	375354	376357	"+"	"eukaryotic translation initiation factor 2 subunit beta"	36	"Pfam"	"PF01873.9"	"eIF-5_eIF-2B"	"Domain found in IF2B/IF5"
"PITG_14609"			1004	375354	376357	"+"	"eukaryotic translation initiation factor 2 subunit beta"	36	"Pfam"	"TIGR00311"	"aIF-2beta"	"translation initiation factor aIF-2, beta subunit, putative"
"PITG_14610"			2246	376472	378717	"-"	"conserved hypothetical protein"	36				
"PITG_14610"			2246	376472	378717	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF00076.14"	"RRM_1"	"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PITG_14610"			2246	376472	378717	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF00642.16"	"zf-CCCH"	"Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"PITG_14610"			2246	376472	378717	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF00643.16"	"zf-B_box"	"B-box zinc finger"
"PITG_14610"			2246	376472	378717	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF01424.14"	"R3H"	"R3H domain"
"PITG_14611"			366	379032	379397	"+"	"conserved hypothetical protein"	36				
"PITG_14612"			1069	379368	380436	"-"	"NADH dehydrogenase iron-sulfur protein 8, mitochondrial precursor"	36				
"PITG_14612"			1069	379368	380436	"-"	"NADH dehydrogenase iron-sulfur protein 8, mitochondrial precursor"	36	"Pfam"	"PF00037.19"	"Fer4"	"4Fe-4S binding domain"
"PITG_14612"			1069	379368	380436	"-"	"NADH dehydrogenase iron-sulfur protein 8, mitochondrial precursor"	36	"Pfam"	"TIGR01971"	"NuoI"	"NADH-quinone oxidoreductase, chain I"
"PITG_14613"			1019	380557	381575	"+"	"conserved hypothetical protein"	36				
"PITG_14614"			1365	381741	383105	"-"	"tubulin-specific chaperone C, putative"	36				
"PITG_14614"			1365	381741	383105	"-"	"tubulin-specific chaperone C, putative"	36	"Pfam"	"PF01302.17"	"CAP_GLY"	"CAP-Gly domain"
"PITG_14614"			1365	381741	383105	"-"	"tubulin-specific chaperone C, putative"	36	"Pfam"	"PF07986.4"	"TBCC"	"Tubulin binding cofactor C"
"PITG_14615"			468	383424	383891	"+"	"conserved hypothetical protein"	36				
"PITG_14615"			468	383424	383891	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF02162.9"	"XYPPX"	"XYPPX repeat"
"PITG_14616"			654	385860	386513	"+"	"conserved hypothetical protein"	36				
"PITG_14617"			2167	386638	388804	"+"	"conserved hypothetical protein"	36				
"PITG_14619"			859	420672	421530	"+"	"conserved hypothetical protein"	36				
